std(Arts & Entertainment),std(College & University),std(Event),std(Food),std(Nightlife Spot),std(Outdoors & Recreation),std(Professional & Other Places),std(Residence),std(Shop & Service),std(Travel & Transport)
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
7.502059867971012,20.866169364665396,0.0,28.04734094447678,10.39166916837296,9.775827134399826,19.830931380115892,17.809191957524245,23.849615138226547,14.920289163111637
