Travel & Transport,Shop & Service,Residence,Professional & Other Places,Outdoors & Recreation,Nightlife Spot,Food,Arts & Entertainment,College & University,Event
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
0.0016693735334667838,0.002758458360193685,0.0025622450729712153,0.002812337333677546,0.0013315140787859324,0.0022064470727022095,0.003668912102519004,0.0012936153495785212,0.0018231890419028946,1.2408872233936552E-4
