normalized_density_rnd(Arts & Entertainment),normalized_density_rnd(College & University),normalized_density_rnd(Event),normalized_density_rnd(Food),normalized_density_rnd(Nightlife Spot),normalized_density_rnd(Outdoors & Recreation),normalized_density_rnd(Professional & Other Places),normalized_density_rnd(Residence),normalized_density_rnd(Shop & Service),normalized_density_rnd(Travel & Transport)
0.375,0.07692307692307691,1.0,0.0588235294117647,0.36000000000000004,0.0,0.368421052631579,0.5714285714285714,0.38095238095238093,0.6923076923076923
0.0,0.5769230769230769,0.4,0.0588235294117647,0.6400000000000001,1.0,0.368421052631579,1.0,0.23809523809523814,0.923076923076923
0.5625,0.8461538461538461,0.6,0.1176470588235294,0.44,0.0,0.052631578947368425,0.8571428571428571,0.6666666666666666,0.07692307692307691
0.125,0.2692307692307692,0.6,0.8823529411764705,0.2,0.0,0.4736842105263158,0.14285714285714285,0.047619047619047616,0.0
0.125,0.5,0.0,0.7058823529411764,0.9600000000000001,0.0,0.736842105263158,0.5714285714285714,0.9523809523809526,0.7692307692307693
0.125,0.23076923076923073,0.2,0.9411764705882352,0.04000000000000001,1.0,0.3157894736842105,0.8571428571428571,0.19047619047619047,0.923076923076923
0.5,1.0,0.2,1.0,0.48000000000000004,0.0,0.368421052631579,0.8571428571428571,0.7142857142857143,0.0
0.5625,0.46153846153846145,0.8,0.9411764705882352,0.12000000000000001,0.0,0.15789473684210525,0.2857142857142857,0.9523809523809526,0.30769230769230765
0.3125,0.07692307692307691,0.6,0.6470588235294117,0.4,1.0,0.5263157894736843,0.42857142857142855,0.5238095238095238,0.07692307692307691
0.1875,0.5384615384615384,1.0,0.3529411764705882,1.0,1.0,0.9473684210526316,0.7142857142857143,0.5714285714285714,0.923076923076923
0.4375,0.6923076923076922,0.0,0.5294117647058822,0.04000000000000001,0.0,0.4210526315789474,0.2857142857142857,0.047619047619047616,0.4615384615384615
0.75,0.07692307692307691,0.6,0.1176470588235294,0.28,0.0,0.052631578947368425,0.5714285714285714,0.9047619047619049,0.15384615384615383
0.3125,0.6153846153846153,0.6,0.1764705882352941,0.8,0.0,0.15789473684210525,0.2857142857142857,1.0,1.0
0.3125,0.2692307692307692,0.8,0.5294117647058822,0.36000000000000004,1.0,0.4210526315789474,0.2857142857142857,0.5714285714285714,0.07692307692307691
0.625,0.3461538461538461,0.8,0.0588235294117647,0.6,0.0,0.3157894736842105,0.14285714285714285,0.4285714285714286,0.923076923076923
0.3125,0.8461538461538461,1.0,0.8235294117647058,0.9200000000000002,0.0,0.7894736842105263,0.8571428571428571,0.5714285714285714,1.0
0.0625,0.30769230769230765,0.0,0.7058823529411764,1.0,0.0,0.4210526315789474,0.42857142857142855,0.8571428571428572,0.15384615384615383
0.5625,0.6538461538461539,0.0,0.6470588235294117,1.0,1.0,0.0,0.8571428571428571,0.0,0.07692307692307691
0.875,0.46153846153846145,1.0,0.9411764705882352,0.8,1.0,1.0,0.2857142857142857,0.8571428571428572,0.5384615384615384
0.1875,0.7307692307692307,0.0,0.1176470588235294,0.48000000000000004,0.0,0.5263157894736843,0.0,0.5714285714285714,0.38461538461538464
0.8125000000000001,0.6153846153846153,0.2,0.1764705882352941,0.6400000000000001,1.0,0.0,0.7142857142857143,0.6190476190476191,0.7692307692307693
0.75,0.6153846153846153,0.4,0.9411764705882352,0.52,1.0,0.3157894736842105,0.5714285714285714,0.4285714285714286,0.30769230769230765
0.5625,0.4230769230769231,0.0,0.3529411764705882,0.08000000000000002,1.0,0.4210526315789474,0.5714285714285714,0.9047619047619049,0.6923076923076923
1.0,0.1923076923076923,0.8,0.0,0.8,1.0,0.2105263157894737,0.14285714285714285,0.047619047619047616,0.38461538461538464
0.8125000000000001,0.9230769230769229,1.0,0.3529411764705882,0.2,1.0,0.8421052631578948,0.42857142857142855,0.5238095238095238,0.15384615384615383
0.9375,0.7307692307692307,0.8,0.5294117647058822,0.4,1.0,0.8947368421052634,0.7142857142857143,0.7619047619047619,0.5384615384615384
0.5,0.6923076923076922,0.6,0.3529411764705882,0.36000000000000004,0.0,0.631578947368421,0.7142857142857143,0.5238095238095238,0.07692307692307691
1.0,0.6923076923076922,0.0,0.4117647058823529,0.88,1.0,0.631578947368421,0.8571428571428571,0.4761904761904763,0.7692307692307693
0.875,0.11538461538461536,1.0,0.7058823529411764,0.52,1.0,1.0,0.8571428571428571,0.047619047619047616,0.7692307692307693
0.0,0.6923076923076922,1.0,0.5294117647058822,0.36000000000000004,0.0,0.0,0.8571428571428571,0.4285714285714286,0.15384615384615383
0.0625,0.30769230769230765,0.2,0.8235294117647058,0.2,1.0,0.8421052631578948,0.8571428571428571,1.0,0.23076923076923075
0.0,0.5769230769230769,0.8,0.2352941176470588,0.88,1.0,0.10526315789473685,1.0,0.14285714285714285,0.5384615384615384
0.3125,0.1923076923076923,0.4,0.3529411764705882,0.6,1.0,0.4736842105263158,0.2857142857142857,0.8095238095238095,0.923076923076923
0.6875000000000001,0.23076923076923073,0.0,0.2941176470588235,0.6400000000000001,0.0,0.2105263157894737,0.0,0.9047619047619049,0.07692307692307691
0.3125,1.0,0.2,0.0588235294117647,1.0,1.0,1.0,0.7142857142857143,0.2857142857142857,0.23076923076923075
0.4375,0.5384615384615384,1.0,0.7058823529411764,1.0,0.0,1.0,1.0,0.7619047619047619,0.4615384615384615
0.75,0.8846153846153845,1.0,0.1176470588235294,0.16000000000000003,1.0,0.052631578947368425,0.5714285714285714,0.14285714285714285,0.07692307692307691
0.4375,0.3846153846153846,0.6,0.1176470588235294,0.6,1.0,0.4736842105263158,0.14285714285714285,0.6666666666666666,0.5384615384615384
0.125,0.3461538461538461,1.0,0.1764705882352941,0.08000000000000002,0.0,0.631578947368421,0.42857142857142855,0.6666666666666666,1.0
0.125,0.03846153846153846,1.0,0.0588235294117647,0.8400000000000001,0.0,0.26315789473684215,0.42857142857142855,0.5238095238095238,0.5384615384615384
0.375,0.1923076923076923,1.0,0.0,1.0,1.0,0.26315789473684215,0.2857142857142857,0.14285714285714285,0.15384615384615383
0.3125,0.23076923076923073,0.6,0.2352941176470588,0.88,1.0,0.8947368421052634,0.0,0.14285714285714285,0.6153846153846153
0.8125000000000001,0.6923076923076922,1.0,0.5294117647058822,0.7200000000000001,1.0,0.3157894736842105,0.5714285714285714,0.0,0.6153846153846153
1.0,0.6153846153846153,1.0,0.4705882352941176,0.48000000000000004,1.0,0.5263157894736843,0.8571428571428571,0.14285714285714285,0.07692307692307691
0.75,0.4230769230769231,0.0,0.1764705882352941,0.28,1.0,0.8947368421052634,0.8571428571428571,0.23809523809523814,0.6923076923076923
0.9375,0.7692307692307692,0.0,0.7058823529411764,0.88,1.0,0.6842105263157895,0.0,0.7619047619047619,0.15384615384615383
0.3125,0.3461538461538461,0.4,0.7058823529411764,0.36000000000000004,1.0,0.631578947368421,0.14285714285714285,1.0,0.5384615384615384
0.9375,0.0,0.2,0.0,0.8400000000000001,0.0,0.10526315789473685,0.2857142857142857,0.5238095238095238,0.38461538461538464
0.4375,0.03846153846153846,0.8,0.6470588235294117,0.12000000000000001,0.0,0.368421052631579,1.0,0.7142857142857143,0.7692307692307693
0.6875000000000001,0.23076923076923073,0.0,0.2352941176470588,0.4,1.0,0.4736842105263158,0.8571428571428571,0.047619047619047616,0.38461538461538464
0.8125000000000001,0.0,0.8,0.2941176470588235,0.16000000000000003,0.0,0.052631578947368425,1.0,0.14285714285714285,0.8461538461538461
0.25,0.6538461538461539,0.6,0.4117647058823529,0.8,1.0,0.736842105263158,0.8571428571428571,0.4285714285714286,0.15384615384615383
0.75,0.03846153846153846,0.4,0.9411764705882352,0.36000000000000004,0.0,0.7894736842105263,0.0,0.7619047619047619,0.15384615384615383
0.75,0.2692307692307692,0.8,0.7058823529411764,0.56,1.0,1.0,1.0,0.9047619047619049,0.30769230769230765
0.625,0.07692307692307691,0.4,0.5294117647058822,0.16000000000000003,1.0,0.6842105263157895,0.7142857142857143,0.23809523809523814,0.4615384615384615
0.625,0.8076923076923075,0.8,0.0588235294117647,0.56,0.0,0.5789473684210527,0.8571428571428571,0.19047619047619047,0.8461538461538461
0.625,0.03846153846153846,0.4,0.0588235294117647,0.08000000000000002,0.0,0.10526315789473685,0.2857142857142857,0.5238095238095238,0.38461538461538464
0.3125,0.6923076923076922,0.8,0.0588235294117647,0.8400000000000001,0.0,0.8421052631578948,0.7142857142857143,0.38095238095238093,0.4615384615384615
0.0625,0.6153846153846153,1.0,0.7647058823529411,0.56,0.0,0.8947368421052634,0.8571428571428571,0.9523809523809526,0.30769230769230765
0.75,0.5,0.2,0.4117647058823529,0.24000000000000002,0.0,0.10526315789473685,0.8571428571428571,0.14285714285714285,1.0
0.9375,0.6538461538461539,0.4,0.4117647058823529,0.8,1.0,0.2105263157894737,0.2857142857142857,1.0,0.07692307692307691
0.875,0.6538461538461539,0.2,0.0588235294117647,0.7200000000000001,0.0,0.8947368421052634,1.0,0.14285714285714285,1.0
0.5,0.6923076923076922,0.2,1.0,0.7200000000000001,0.0,0.7894736842105263,1.0,0.5714285714285714,0.15384615384615383
0.75,0.0,0.8,0.9411764705882352,0.32000000000000006,0.0,0.736842105263158,0.0,0.14285714285714285,0.6153846153846153
0.75,0.8846153846153845,1.0,0.6470588235294117,0.0,1.0,0.7894736842105263,0.8571428571428571,0.6666666666666666,0.30769230769230765
0.0625,0.6153846153846153,1.0,0.6470588235294117,0.9600000000000001,0.0,0.631578947368421,0.0,0.9523809523809526,0.5384615384615384
0.3125,0.23076923076923073,0.8,0.1176470588235294,0.52,0.0,0.2105263157894737,0.7142857142857143,0.7619047619047619,0.38461538461538464
0.1875,0.4230769230769231,0.6,0.7058823529411764,0.6800000000000002,1.0,0.736842105263158,0.42857142857142855,0.9047619047619049,0.38461538461538464
0.0,0.3846153846153846,0.2,0.5294117647058822,0.24000000000000002,1.0,0.7894736842105263,0.7142857142857143,0.0,0.5384615384615384
0.5,0.30769230769230765,1.0,0.1764705882352941,0.6400000000000001,1.0,0.5789473684210527,0.7142857142857143,0.4285714285714286,0.0
0.1875,0.23076923076923073,0.2,0.4117647058823529,0.56,0.0,0.0,0.14285714285714285,0.38095238095238093,0.5384615384615384
0.4375,0.6923076923076922,0.8,0.4705882352941176,0.16000000000000003,0.0,0.736842105263158,0.5714285714285714,0.9047619047619049,0.7692307692307693
0.125,0.8461538461538461,1.0,0.9411764705882352,0.48000000000000004,0.0,0.736842105263158,0.0,0.047619047619047616,0.4615384615384615
0.6875000000000001,0.7307692307692307,0.8,0.2352941176470588,0.16000000000000003,0.0,0.6842105263157895,0.14285714285714285,0.5238095238095238,0.07692307692307691
0.8125000000000001,0.1923076923076923,0.4,0.8235294117647058,0.8400000000000001,1.0,0.6842105263157895,0.5714285714285714,0.09523809523809523,0.0
0.625,0.0,0.0,0.4117647058823529,0.7200000000000001,1.0,0.8947368421052634,0.0,0.8095238095238095,0.15384615384615383
0.0625,0.9615384615384615,0.4,0.0588235294117647,0.7200000000000001,0.0,0.631578947368421,0.14285714285714285,0.19047619047619047,0.38461538461538464
0.125,0.5384615384615384,0.6,0.4117647058823529,0.6,1.0,0.4736842105263158,1.0,0.9523809523809526,0.30769230769230765
0.6875000000000001,0.6538461538461539,0.0,0.2941176470588235,1.0,0.0,0.4210526315789474,1.0,0.8095238095238095,0.7692307692307693
0.25,0.0,0.4,1.0,1.0,1.0,0.0,0.8571428571428571,0.2857142857142857,0.5384615384615384
0.75,0.7307692307692307,1.0,0.4705882352941176,0.8,1.0,0.7894736842105263,0.42857142857142855,0.0,0.0
0.0,0.8076923076923075,0.4,0.2941176470588235,0.8,1.0,0.8947368421052634,1.0,0.2857142857142857,0.6153846153846153
0.6875000000000001,0.07692307692307691,0.2,0.588235294117647,0.88,0.0,0.6842105263157895,0.2857142857142857,0.9047619047619049,0.07692307692307691
0.0625,0.15384615384615383,0.2,0.1764705882352941,0.2,0.0,0.6842105263157895,0.5714285714285714,0.7619047619047619,0.38461538461538464
0.625,0.03846153846153846,1.0,0.3529411764705882,0.44,0.0,0.7894736842105263,0.42857142857142855,1.0,0.7692307692307693
0.3125,0.8461538461538461,0.4,0.9411764705882352,0.56,1.0,0.8947368421052634,0.14285714285714285,0.38095238095238093,0.5384615384615384
0.9375,0.5769230769230769,0.0,0.8823529411764705,0.12000000000000001,0.0,0.5263157894736843,1.0,0.5714285714285714,0.8461538461538461
0.0625,0.0,0.6,0.8235294117647058,0.7200000000000001,1.0,0.052631578947368425,0.5714285714285714,0.9047619047619049,0.4615384615384615
0.8125000000000001,0.8076923076923075,1.0,0.0588235294117647,0.56,1.0,0.052631578947368425,0.0,0.38095238095238093,0.923076923076923
0.0625,0.30769230769230765,0.8,1.0,0.88,0.0,0.26315789473684215,1.0,0.5238095238095238,0.07692307692307691
0.0625,0.5769230769230769,0.4,0.5294117647058822,0.52,0.0,0.5789473684210527,0.7142857142857143,0.7142857142857143,0.8461538461538461
0.0625,0.03846153846153846,0.2,0.1764705882352941,0.28,0.0,0.368421052631579,0.8571428571428571,0.7142857142857143,0.923076923076923
0.375,0.7307692307692307,0.0,0.0,0.7200000000000001,0.0,0.2105263157894737,0.42857142857142855,0.5238095238095238,0.0
0.5,0.2692307692307692,1.0,0.2941176470588235,0.48000000000000004,1.0,0.3157894736842105,0.7142857142857143,0.4761904761904763,0.5384615384615384
0.0625,0.46153846153846145,0.4,0.8823529411764705,0.48000000000000004,1.0,0.736842105263158,0.14285714285714285,0.8571428571428572,0.15384615384615383
0.8125000000000001,0.5769230769230769,0.8,0.6470588235294117,0.7200000000000001,0.0,0.368421052631579,0.7142857142857143,0.09523809523809523,0.4615384615384615
0.8125000000000001,0.0,0.6,0.7058823529411764,0.9200000000000002,1.0,0.631578947368421,0.2857142857142857,0.6190476190476191,0.923076923076923
0.4375,0.46153846153846145,1.0,0.8235294117647058,0.6800000000000002,0.0,0.8421052631578948,0.5714285714285714,0.23809523809523814,0.0
0.3125,0.15384615384615383,0.6,0.7647058823529411,0.16000000000000003,0.0,0.736842105263158,0.0,0.23809523809523814,1.0
0.5625,0.0,0.4,0.3529411764705882,0.0,1.0,0.8947368421052634,0.7142857142857143,0.8571428571428572,0.0
0.375,0.9615384615384615,1.0,0.0588235294117647,0.7200000000000001,0.0,0.15789473684210525,0.8571428571428571,0.5238095238095238,0.30769230769230765
0.5,0.1923076923076923,0.8,1.0,0.9600000000000001,0.0,0.631578947368421,0.42857142857142855,1.0,0.23076923076923075
