normalized_density_rnd(Arts & Entertainment),normalized_density_rnd(College & University),normalized_density_rnd(Event),normalized_density_rnd(Food),normalized_density_rnd(Nightlife Spot),normalized_density_rnd(Outdoors & Recreation),normalized_density_rnd(Professional & Other Places),normalized_density_rnd(Residence),normalized_density_rnd(Shop & Service),normalized_density_rnd(Travel & Transport)
0.8749999999999999,0.6538461538461537,0.39999999999999997,0.2352941176470588,1.0,1.0,0.9473684210526315,0.8571428571428572,0.2380952380952381,0.7692307692307692
0.25,0.30769230769230765,0.0,0.4705882352941176,0.6,0.0,0.05263157894736841,0.28571428571428575,0.9523809523809524,0.0
0.625,0.846153846153846,0.19999999999999998,1.0,0.64,0.0,0.31578947368421045,1.0,1.0,0.15384615384615383
0.5,1.0,1.0,0.8823529411764705,0.48,0.0,0.2631578947368421,0.5714285714285715,0.0,0.8461538461538461
1.0,0.4615384615384614,0.5999999999999999,0.6470588235294117,0.2,1.0,0.7894736842105262,0.7142857142857143,0.09523809523809525,1.0
0.7499999999999999,0.2307692307692307,0.5999999999999999,0.2352941176470588,0.32,0.0,0.0,0.14285714285714288,0.42857142857142855,0.0
0.0625,0.9615384615384615,0.0,0.9411764705882352,1.0,1.0,0.05263157894736841,0.7142857142857143,0.6190476190476191,0.07692307692307691
0.9374999999999999,0.9615384615384615,0.0,0.2352941176470588,0.4,1.0,0.2631578947368421,1.0,0.42857142857142855,0.7692307692307692
0.25,0.7307692307692306,0.0,0.4117647058823529,0.24,0.0,0.8947368421052632,0.7142857142857143,0.6666666666666666,0.4615384615384615
0.5625,0.0,0.0,1.0,0.4,1.0,0.15789473684210523,0.4285714285714286,0.7142857142857143,0.5384615384615384
0.6874999999999999,1.0,0.7999999999999999,0.2352941176470588,0.16,1.0,0.7894736842105262,0.14285714285714288,0.761904761904762,0.8461538461538461
0.7499999999999999,0.0,0.19999999999999998,0.3529411764705882,0.72,1.0,0.47368421052631576,0.28571428571428575,0.42857142857142855,0.5384615384615384
0.8125000000000001,0.5,0.19999999999999998,0.7058823529411764,0.4,0.0,0.0,0.14285714285714288,0.42857142857142855,0.07692307692307691
0.8125000000000001,0.2692307692307692,0.0,0.7647058823529411,0.76,1.0,0.05263157894736841,0.5714285714285715,1.0,0.5384615384615384
0.5,0.07692307692307691,0.5999999999999999,0.2352941176470588,0.68,1.0,1.0,1.0,0.4761904761904762,0.5384615384615384
0.37499999999999994,0.7692307692307692,1.0,0.1764705882352941,0.08,0.0,0.10526315789473682,0.14285714285714288,0.5714285714285714,0.5384615384615384
0.18749999999999997,0.8846153846153846,0.39999999999999997,0.7058823529411764,0.76,0.0,0.31578947368421045,0.7142857142857143,0.8095238095238096,0.8461538461538461
0.37499999999999994,0.2692307692307692,0.0,0.4117647058823529,0.08,0.0,0.21052631578947364,1.0,0.9523809523809524,0.4615384615384615
0.9374999999999999,0.8846153846153846,0.39999999999999997,0.3529411764705882,0.88,0.0,0.21052631578947364,0.4285714285714286,0.14285714285714285,0.8461538461538461
0.5,0.0,0.5999999999999999,0.4705882352941176,0.72,0.0,0.8421052631578946,0.14285714285714288,0.4761904761904762,0.30769230769230765
0.18749999999999997,1.0,0.7999999999999999,0.2352941176470588,0.84,0.0,0.10526315789473682,0.0,0.5714285714285714,0.30769230769230765
0.625,0.8846153846153846,1.0,0.5294117647058822,0.64,0.0,0.0,0.4285714285714286,0.7142857142857143,1.0
0.125,0.4615384615384614,1.0,0.5294117647058822,0.36,1.0,0.0,0.7142857142857143,0.6190476190476191,0.8461538461538461
0.18749999999999997,0.8846153846153846,0.19999999999999998,0.7647058823529411,0.08,0.0,0.21052631578947364,0.28571428571428575,0.2380952380952381,0.8461538461538461
0.8125000000000001,0.5769230769230768,0.7999999999999999,0.29411764705882354,0.24,1.0,1.0,0.5714285714285715,0.4761904761904762,0.15384615384615383
0.18749999999999997,0.5769230769230768,1.0,0.1176470588235294,0.8,0.0,0.8421052631578946,0.4285714285714286,0.1904761904761905,0.6153846153846153
0.25,0.07692307692307691,0.7999999999999999,0.9411764705882352,0.88,1.0,0.7368421052631579,1.0,0.5238095238095238,0.23076923076923075
0.25,0.6153846153846153,0.0,0.5882352941176471,0.72,1.0,0.05263157894736841,0.7142857142857143,0.6666666666666666,0.30769230769230765
0.6874999999999999,0.8846153846153846,0.19999999999999998,0.9411764705882352,0.04,1.0,0.0,0.8571428571428572,0.4761904761904762,0.15384615384615383
0.9374999999999999,0.9230769230769228,1.0,1.0,0.56,1.0,0.4210526315789473,0.7142857142857143,0.761904761904762,0.23076923076923075
0.9374999999999999,1.0,0.19999999999999998,0.4117647058823529,0.76,0.0,0.21052631578947364,0.28571428571428575,0.14285714285714285,0.07692307692307691
0.7499999999999999,0.3461538461538461,1.0,0.4117647058823529,0.48,0.0,0.9473684210526315,0.14285714285714288,0.14285714285714285,0.30769230769230765
0.7499999999999999,0.3846153846153846,0.5999999999999999,0.7058823529411764,0.96,1.0,0.5789473684210527,0.0,0.6666666666666666,0.8461538461538461
0.0,0.2307692307692307,0.19999999999999998,0.1764705882352941,0.32,0.0,0.10526315789473682,1.0,0.1904761904761905,0.923076923076923
0.3125,0.4615384615384614,0.39999999999999997,0.5294117647058822,0.28,0.0,0.47368421052631576,0.5714285714285715,0.6190476190476191,0.30769230769230765
0.18749999999999997,0.30769230769230765,0.7999999999999999,0.7647058823529411,0.12,1.0,0.9473684210526315,1.0,0.0,0.4615384615384615
0.3125,0.1923076923076923,0.7999999999999999,0.6470588235294117,0.88,1.0,0.9473684210526315,0.28571428571428575,0.14285714285714285,0.6923076923076923
1.0,0.6923076923076922,0.7999999999999999,0.6470588235294117,0.96,0.0,0.15789473684210523,0.14285714285714288,0.5714285714285714,0.3846153846153846
0.37499999999999994,0.6923076923076922,1.0,0.6470588235294117,0.6,1.0,0.3684210526315789,0.14285714285714288,0.8571428571428571,0.923076923076923
0.3125,0.9615384615384615,0.19999999999999998,0.5294117647058822,0.84,0.0,0.05263157894736841,0.28571428571428575,0.8095238095238096,0.7692307692307692
0.0,1.0,0.39999999999999997,0.7647058823529411,0.8,0.0,0.7894736842105262,1.0,0.5238095238095238,0.6153846153846153
0.0625,0.6538461538461537,0.19999999999999998,0.5294117647058822,0.4,0.0,1.0,0.0,0.4761904761904762,0.30769230769230765
0.7499999999999999,0.8846153846153846,1.0,0.8235294117647058,0.2,0.0,0.6315789473684209,0.7142857142857143,1.0,0.7692307692307692
0.0,0.8846153846153846,0.0,0.4117647058823529,0.04,0.0,0.2631578947368421,0.7142857142857143,0.4761904761904762,0.8461538461538461
0.37499999999999994,0.3846153846153846,0.7999999999999999,0.9411764705882352,1.0,1.0,0.7894736842105262,0.5714285714285715,0.4761904761904762,1.0
0.6874999999999999,0.3461538461538461,0.0,0.7058823529411764,0.36,1.0,0.47368421052631576,0.4285714285714286,0.0,0.0
0.8125000000000001,1.0,0.7999999999999999,0.8823529411764705,0.88,0.0,1.0,0.5714285714285715,0.6190476190476191,0.6923076923076923
0.5,0.7692307692307692,0.39999999999999997,0.9411764705882352,0.44,1.0,1.0,0.4285714285714286,0.0,0.4615384615384615
0.8749999999999999,0.9615384615384615,0.0,0.6470588235294117,0.04,1.0,1.0,0.0,1.0,0.6923076923076923
1.0,0.0,0.39999999999999997,0.2352941176470588,0.88,1.0,0.5789473684210527,1.0,0.04761904761904762,0.923076923076923
0.37499999999999994,0.11538461538461535,0.7999999999999999,0.9411764705882352,0.16,1.0,0.7894736842105262,0.4285714285714286,1.0,0.4615384615384615
0.6874999999999999,0.9230769230769228,0.19999999999999998,0.7647058823529411,0.52,1.0,0.15789473684210523,0.4285714285714286,0.6190476190476191,0.6153846153846153
0.9374999999999999,0.5,0.5999999999999999,1.0,0.48,0.0,0.3684210526315789,0.28571428571428575,0.9047619047619049,0.30769230769230765
0.43749999999999994,0.9615384615384615,0.19999999999999998,0.9411764705882352,0.08,1.0,0.8947368421052632,0.7142857142857143,0.6666666666666666,0.4615384615384615
0.3125,1.0,1.0,1.0,0.44,1.0,0.0,0.8571428571428572,0.4761904761904762,1.0
0.18749999999999997,0.30769230769230765,1.0,0.9411764705882352,0.36,1.0,0.9473684210526315,0.0,1.0,0.15384615384615383
0.625,0.7307692307692306,0.7999999999999999,1.0,0.64,0.0,0.7894736842105262,0.5714285714285715,0.8095238095238096,1.0
0.625,0.6923076923076922,0.0,0.8823529411764705,0.88,1.0,0.31578947368421045,0.0,0.5238095238095238,0.15384615384615383
0.5,0.1923076923076923,0.5999999999999999,0.0,0.04,0.0,0.9473684210526315,0.8571428571428572,0.09523809523809525,0.6153846153846153
0.3125,1.0,1.0,0.4117647058823529,0.48,0.0,0.8947368421052632,0.28571428571428575,0.6190476190476191,1.0
0.25,0.2692307692307692,0.19999999999999998,0.3529411764705882,0.12,1.0,0.10526315789473682,0.7142857142857143,0.8095238095238096,0.923076923076923
0.125,0.5384615384615384,0.7999999999999999,0.5882352941176471,0.8,0.0,0.2631578947368421,0.4285714285714286,0.5238095238095238,0.6923076923076923
0.625,0.846153846153846,0.7999999999999999,0.29411764705882354,0.88,1.0,0.3684210526315789,0.28571428571428575,0.7142857142857143,0.923076923076923
0.625,0.11538461538461535,0.0,0.9411764705882352,0.56,1.0,0.4210526315789473,0.14285714285714288,0.1904761904761905,0.923076923076923
0.625,0.6923076923076922,1.0,0.4705882352941176,0.48,1.0,0.15789473684210523,0.7142857142857143,0.2380952380952381,0.07692307692307691
0.37499999999999994,0.3461538461538461,0.39999999999999997,0.4705882352941176,0.2,0.0,0.8947368421052632,0.28571428571428575,0.7142857142857143,0.6153846153846153
1.0,0.30769230769230765,0.7999999999999999,0.4705882352941176,0.68,0.0,0.5789473684210527,0.28571428571428575,0.7142857142857143,0.23076923076923075
0.0625,0.7307692307692306,1.0,0.0,0.04,1.0,0.5263157894736842,0.0,0.3333333333333333,0.23076923076923075
0.0625,0.03846153846153846,0.7999999999999999,0.2352941176470588,0.04,0.0,0.31578947368421045,0.7142857142857143,0.8095238095238096,0.923076923076923
1.0,0.9615384615384615,0.0,0.7647058823529411,0.72,1.0,0.21052631578947364,0.8571428571428572,0.2380952380952381,0.6923076923076923
0.3125,0.9230769230769228,1.0,0.7058823529411764,0.52,1.0,0.47368421052631576,1.0,0.42857142857142855,0.4615384615384615
0.7499999999999999,0.07692307692307691,0.39999999999999997,0.2352941176470588,0.52,1.0,0.0,0.14285714285714288,0.7142857142857143,0.4615384615384615
0.8749999999999999,0.11538461538461535,0.39999999999999997,0.5294117647058822,0.76,0.0,0.6842105263157895,0.14285714285714288,0.14285714285714285,0.0
0.8749999999999999,0.6153846153846153,0.39999999999999997,0.5882352941176471,0.36,1.0,0.7894736842105262,1.0,0.1904761904761905,0.23076923076923075
0.125,0.6923076923076922,0.0,0.5294117647058822,0.0,1.0,0.10526315789473682,0.0,0.6190476190476191,0.5384615384615384
0.8125000000000001,0.3846153846153846,0.19999999999999998,0.1176470588235294,0.92,1.0,0.10526315789473682,0.28571428571428575,0.761904761904762,0.4615384615384615
0.8749999999999999,0.3846153846153846,0.0,0.6470588235294117,0.32,1.0,0.47368421052631576,0.5714285714285715,0.6666666666666666,0.3846153846153846
0.25,0.9230769230769228,0.39999999999999997,0.5294117647058822,0.64,0.0,0.8421052631578946,1.0,0.5714285714285714,0.23076923076923075
1.0,0.03846153846153846,0.39999999999999997,0.29411764705882354,0.96,0.0,0.05263157894736841,0.4285714285714286,0.09523809523809525,1.0
0.8125000000000001,0.0,0.5999999999999999,0.8823529411764705,0.12,1.0,1.0,0.8571428571428572,0.3333333333333333,0.0
1.0,0.7307692307692306,0.39999999999999997,0.0,0.96,0.0,0.7368421052631579,0.14285714285714288,1.0,0.30769230769230765
0.5,0.2692307692307692,0.19999999999999998,0.8235294117647058,0.8,0.0,0.0,1.0,0.2380952380952381,0.923076923076923
0.8749999999999999,0.07692307692307691,0.39999999999999997,0.5294117647058822,0.68,1.0,0.9473684210526315,0.0,0.0,1.0
0.8749999999999999,0.5769230769230768,1.0,0.8235294117647058,0.64,1.0,0.2631578947368421,0.28571428571428575,0.761904761904762,0.6923076923076923
0.6874999999999999,0.8076923076923076,1.0,0.4117647058823529,0.12,0.0,0.7894736842105262,1.0,0.2857142857142857,0.6923076923076923
0.18749999999999997,0.3846153846153846,0.7999999999999999,0.9411764705882352,0.8,0.0,0.2631578947368421,0.0,0.1904761904761905,0.4615384615384615
0.8749999999999999,0.6923076923076922,0.5999999999999999,0.9411764705882352,0.84,1.0,0.2631578947368421,0.14285714285714288,0.6190476190476191,0.3846153846153846
0.3125,0.846153846153846,0.7999999999999999,0.3529411764705882,0.2,0.0,0.47368421052631576,0.0,0.3333333333333333,0.6923076923076923
0.7499999999999999,0.5384615384615384,0.19999999999999998,0.7647058823529411,1.0,0.0,0.31578947368421045,0.14285714285714288,0.6666666666666666,0.4615384615384615
0.0625,0.5769230769230768,1.0,0.2352941176470588,0.0,0.0,0.31578947368421045,0.28571428571428575,0.2857142857142857,0.923076923076923
0.25,0.03846153846153846,0.7999999999999999,0.5882352941176471,0.16,1.0,0.6315789473684209,0.8571428571428572,0.5714285714285714,0.6153846153846153
1.0,0.30769230769230765,1.0,0.8235294117647058,0.36,1.0,0.6842105263157895,0.14285714285714288,0.7142857142857143,0.6153846153846153
0.5,1.0,0.19999999999999998,0.0588235294117647,0.6,0.0,0.4210526315789473,0.5714285714285715,0.3333333333333333,0.4615384615384615
0.5625,0.6923076923076922,0.5999999999999999,0.29411764705882354,0.16,0.0,0.7368421052631579,0.4285714285714286,1.0,0.07692307692307691
0.125,0.9230769230769228,0.0,0.4705882352941176,0.8,1.0,0.31578947368421045,0.4285714285714286,0.6666666666666666,0.4615384615384615
0.0,0.423076923076923,1.0,0.1764705882352941,0.92,0.0,0.6842105263157895,0.0,0.9523809523809524,0.15384615384615383
1.0,0.5,0.7999999999999999,0.6470588235294117,0.36,0.0,0.31578947368421045,1.0,0.9523809523809524,0.15384615384615383
0.25,0.5,1.0,0.9411764705882352,0.96,0.0,0.31578947368421045,0.14285714285714288,0.2380952380952381,0.07692307692307691
0.6874999999999999,0.6923076923076922,0.39999999999999997,0.9411764705882352,0.84,1.0,0.47368421052631576,0.4285714285714286,0.6666666666666666,0.3846153846153846
1.0,0.3846153846153846,1.0,0.3529411764705882,0.44,0.0,0.8421052631578946,0.4285714285714286,0.9047619047619049,1.0
0.5,0.11538461538461535,0.0,0.5294117647058822,0.44,1.0,0.0,0.0,0.5238095238095238,0.0
0.37499999999999994,0.423076923076923,0.39999999999999997,0.9411764705882352,0.84,0.0,0.15789473684210523,0.14285714285714288,0.3333333333333333,0.4615384615384615
0.3125,0.6923076923076922,0.5999999999999999,0.9411764705882352,0.88,1.0,1.0,0.28571428571428575,0.761904761904762,0.23076923076923075
0.18749999999999997,0.8076923076923076,0.7999999999999999,0.1764705882352941,1.0,0.0,1.0,0.14285714285714288,1.0,0.8461538461538461
0.0625,0.9615384615384615,0.0,0.1764705882352941,0.88,0.0,1.0,0.4285714285714286,0.2857142857142857,0.8461538461538461
0.8125000000000001,0.3846153846153846,0.0,0.4117647058823529,0.8,1.0,0.4210526315789473,0.5714285714285715,0.2380952380952381,0.30769230769230765
0.3125,0.30769230769230765,1.0,0.4705882352941176,0.88,0.0,0.6842105263157895,0.5714285714285715,0.8095238095238096,1.0
0.37499999999999994,0.6923076923076922,0.5999999999999999,0.29411764705882354,0.08,0.0,0.47368421052631576,1.0,0.6666666666666666,0.0
0.5,0.8846153846153846,0.19999999999999998,0.4117647058823529,0.0,1.0,0.8421052631578946,0.7142857142857143,0.9047619047619049,0.923076923076923
0.37499999999999994,0.3846153846153846,0.0,0.6470588235294117,0.8,0.0,0.31578947368421045,1.0,0.6190476190476191,0.4615384615384615
0.7499999999999999,0.6153846153846153,0.0,0.2352941176470588,0.16,1.0,0.3684210526315789,0.28571428571428575,0.5238095238095238,0.7692307692307692
0.18749999999999997,0.8846153846153846,0.19999999999999998,0.8235294117647058,1.0,1.0,0.7894736842105262,1.0,0.380952380952381,0.0
0.9374999999999999,0.9615384615384615,0.5999999999999999,0.6470588235294117,0.72,1.0,1.0,0.28571428571428575,0.380952380952381,0.7692307692307692
0.5625,0.4615384615384614,0.7999999999999999,0.1764705882352941,0.4,1.0,0.47368421052631576,0.7142857142857143,0.1904761904761905,0.7692307692307692
0.8749999999999999,0.8076923076923076,0.19999999999999998,0.4117647058823529,0.32,1.0,0.4210526315789473,0.8571428571428572,0.2380952380952381,0.3846153846153846
0.3125,0.5,0.5999999999999999,0.3529411764705882,0.56,1.0,0.21052631578947364,0.5714285714285715,0.14285714285714285,0.3846153846153846
0.6874999999999999,0.30769230769230765,0.0,0.4117647058823529,0.28,1.0,0.2631578947368421,0.5714285714285715,1.0,0.0
0.8125000000000001,0.6153846153846153,0.19999999999999998,0.9411764705882352,0.8,1.0,0.2631578947368421,0.14285714285714288,0.8095238095238096,0.3846153846153846
